,x_Bi,x_In,x_Sn,Tm
641,0.3,0.63,0.07,75.0
642,0.29,0.64,0.07,74.0
643,0.28,0.65,0.07,73.5
644,0.27,0.66,0.07,73.0
645,0.26,0.67,0.07,72.5
646,0.25,0.68,0.07,71.5
647,0.24,0.69,0.07,70.5
648,0.23,0.7,0.07,69.0
649,0.22,0.71,0.07,67.5
650,0.21,0.72,0.07,65.5
651,0.2,0.73,0.07,65.0
652,0.19,0.74,0.07,70.0
653,0.18,0.75,0.07,75.0
654,0.17,0.76,0.07,79.5
655,0.16,0.77,0.07,84.5
656,0.15,0.78,0.07,89.0
657,0.14,0.79,0.07,93.5
658,0.13,0.8,0.07,98.0
659,0.12,0.81,0.07,102.5
660,0.11,0.82,0.07,107.0
661,0.1,0.83,0.07,111.0
662,0.09,0.84,0.07,115.0
663,0.08,0.85,0.07,119.5
664,0.07,0.86,0.07,123.0
665,0.06,0.87,0.07,127.0
666,0.05,0.88,0.07,131.0
667,0.04,0.89,0.07,134.5
668,0.03,0.9,0.07,138.5
669,0.02,0.91,0.07,142.0
670,0.01,0.92,0.07,145.5
190,0.0,0.92,0.07999999999999996,147.5
205,0.92,0.0,0.08,255.5
672,0.91,0.01,0.08,253.0
673,0.9,0.02,0.08,250.0
674,0.89,0.03,0.08,247.5
675,0.88,0.04,0.08,244.5
676,0.87,0.05,0.08,242.0
677,0.86,0.06,0.08,239.0
678,0.85,0.07,0.08,236.5
679,0.84,0.08,0.08,233.5
680,0.83,0.09,0.08,230.5
681,0.82,0.1,0.08,228.0
682,0.81,0.11,0.08,225.0
683,0.8,0.12,0.08,222.0
684,0.79,0.13,0.08,219.0
685,0.78,0.14,0.08,216.0
686,0.77,0.15,0.08,212.5
687,0.76,0.16,0.08,209.5
688,0.75,0.17,0.08,206.5
689,0.74,0.18,0.08,203.0
690,0.73,0.19,0.08,200.0
691,0.72,0.2,0.08,196.5
692,0.71,0.21,0.08,193.0
693,0.7,0.22,0.08,190.0
694,0.69,0.23,0.08,186.5
695,0.68,0.24,0.08,183.0
696,0.67,0.25,0.08,179.5
697,0.66,0.26,0.08,175.5
698,0.65,0.27,0.08,172.0
699,0.64,0.28,0.08,168.0
700,0.63,0.29,0.08,164.5
701,0.62,0.3,0.08,160.5
702,0.61,0.31,0.08,156.5
703,0.6,0.32,0.08,152.5
704,0.59,0.33,0.08,148.5
705,0.58,0.34,0.08,144.5
706,0.57,0.35,0.08,140.5
707,0.56,0.36,0.08,136.0
708,0.55,0.37,0.08,132.0
709,0.54,0.38,0.08,127.5
710,0.53,0.39,0.08,123.0
711,0.52,0.4,0.08,118.5
712,0.51,0.41,0.08,114.0
713,0.5,0.42,0.08,109.0
714,0.49,0.43,0.08,104.5
715,0.48,0.44,0.08,99.5
716,0.47,0.45,0.08,96.0
717,0.46,0.46,0.08,96.0
718,0.45,0.47,0.08,96.0
719,0.44,0.48,0.08,95.5
720,0.43,0.49,0.08,95.5
721,0.42,0.5,0.08,95.0
722,0.41,0.51,0.08,94.0
723,0.4,0.52,0.08,93.5
724,0.39,0.53,0.08,92.0
725,0.38,0.54,0.08,91.0
726,0.37,0.55,0.08,89.5
727,0.36,0.56,0.08,88.0
728,0.35,0.57,0.08,86.5
729,0.34,0.58,0.08,84.5
730,0.33,0.59,0.08,82.5
731,0.32,0.6,0.08,80.0
732,0.31,0.61,0.08,77.5
733,0.3,0.62,0.08,75.0
734,0.29,0.63,0.08,73.0
735,0.28,0.64,0.08,72.0
736,0.27,0.65,0.08,71.5
737,0.26,0.66,0.08,71.0
738,0.25,0.67,0.08,70.5
739,0.24,0.68,0.08,69.5
740,0.23,0.69,0.08,68.0
741,0.22,0.7,0.08,66.5
742,0.21,0.71,0.08,65.0
743,0.2,0.72,0.08,63.5
744,0.19,0.73,0.08,68.5
745,0.18,0.74,0.08,73.5
746,0.17,0.75,0.08,78.0
747,0.16,0.76,0.08,83.0
748,0.15,0.77,0.08,87.5
749,0.14,0.78,0.08,92.0
750,0.13,0.79,0.08,96.5
751,0.12,0.8,0.08,101.0
752,0.11,0.81,0.08,105.5
753,0.1,0.82,0.08,109.5
754,0.09,0.83,0.08,113.5
755,0.08,0.84,0.08,118.0
756,0.07,0.85,0.08,122.0
757,0.06,0.86,0.08,126.0
758,0.05,0.87,0.08,129.5
759,0.04,0.88,0.08,133.5
760,0.03,0.89,0.08,137.0
761,0.02,0.9,0.08,140.5
762,0.01,0.91,0.08,144.0
189,0.0,0.91,0.08999999999999997,146.5
206,0.91,0.0,0.09,253.5
764,0.9,0.01,0.09,250.5
765,0.89,0.02,0.09,248.0
766,0.88,0.03,0.09,245.5
767,0.87,0.04,0.09,242.5
768,0.86,0.05,0.09,240.0
769,0.85,0.06,0.09,237.0
770,0.84,0.07,0.09,234.0
771,0.83,0.08,0.09,231.5
772,0.82,0.09,0.09,228.5
773,0.81,0.1,0.09,225.5
774,0.8,0.11,0.09,222.5
775,0.79,0.12,0.09,219.5
776,0.78,0.13,0.09,216.5
777,0.77,0.14,0.09,213.5
778,0.76,0.15,0.09,210.0
779,0.75,0.16,0.09,207.0
780,0.74,0.17,0.09,204.0
781,0.73,0.18,0.09,200.5
782,0.72,0.19,0.09,197.0
783,0.71,0.2,0.09,194.0
784,0.7,0.21,0.09,190.5
785,0.69,0.22,0.09,187.0
786,0.68,0.23,0.09,183.5
787,0.67,0.24,0.09,180.0
788,0.66,0.25,0.09,176.5
789,0.65,0.26,0.09,173.0
790,0.64,0.27,0.09,169.0
791,0.63,0.28,0.09,165.5
792,0.62,0.29,0.09,161.5
793,0.61,0.3,0.09,157.5
794,0.6,0.31,0.09,153.5
795,0.59,0.32,0.09,149.5
796,0.58,0.33,0.09,145.5
797,0.57,0.34,0.09,141.5
798,0.56,0.35,0.09,137.5
799,0.55,0.36,0.09,133.0
800,0.54,0.37,0.09,128.5
801,0.53,0.38,0.09,124.5
802,0.52,0.39,0.09,120.0
803,0.51,0.4,0.09,115.5
804,0.5,0.41,0.09,110.5
805,0.49,0.42,0.09,106.0
806,0.48,0.43,0.09,101.5
807,0.47,0.44,0.09,96.5
808,0.46,0.45,0.09,94.5
809,0.45,0.46,0.09,94.5
810,0.44,0.47,0.09,94.5
811,0.43,0.48,0.09,94.0
812,0.42,0.49,0.09,93.5
813,0.41,0.5,0.09,93.0
814,0.4,0.51,0.09,92.5
815,0.39,0.52,0.09,91.5
816,0.38,0.53,0.09,90.5
817,0.37,0.54,0.09,89.0
818,0.36,0.55,0.09,87.5
819,0.35,0.56,0.09,86.0
820,0.34,0.57,0.09,84.0
821,0.33,0.58,0.09,82.0
822,0.32,0.59,0.09,80.0
823,0.31,0.6,0.09,77.5
824,0.3,0.61,0.09,75.0
825,0.29,0.62,0.09,72.5
826,0.28,0.63,0.09,71.0
827,0.27,0.64,0.09,70.0
828,0.26,0.65,0.09,70.0
829,0.25,0.66,0.09,69.0
830,0.24,0.67,0.09,68.5
831,0.23,0.68,0.09,67.0
832,0.22,0.69,0.09,66.0
833,0.21,0.7,0.09,64.0
834,0.2,0.71,0.09,62.5
835,0.19,0.72,0.09,67.0
836,0.18,0.73,0.09,72.0
837,0.17,0.74,0.09,77.0
838,0.16,0.75,0.09,81.5
839,0.15,0.76,0.09,86.0
840,0.14,0.77,0.09,90.5
841,0.13,0.78,0.09,95.0
842,0.12,0.79,0.09,99.5
843,0.11,0.8,0.09,104.0
844,0.1,0.81,0.09,108.0
845,0.09,0.82,0.09,112.5
846,0.08,0.83,0.09,116.5
847,0.07,0.84,0.09,120.5
848,0.06,0.85,0.09,124.5
849,0.05,0.86,0.09,128.5
850,0.04,0.87,0.09,132.0
851,0.03,0.88,0.09,136.0
852,0.02,0.89,0.09,139.5
853,0.01,0.9,0.09,143.0
188,0.0,0.9,0.09999999999999998,145.5
207,0.9,0.0,0.09999999999999999,251.5
855,0.89,0.01,0.1,248.5
856,0.88,0.02,0.1,246.0
857,0.87,0.03,0.1,243.0
858,0.86,0.04,0.1,240.5
859,0.85,0.05,0.1,237.5
860,0.84,0.06,0.1,234.5
861,0.83,0.07,0.1,232.0
862,0.82,0.08,0.1,229.0
863,0.81,0.09,0.1,226.0
864,0.8,0.1,0.1,223.0
865,0.79,0.11,0.1,220.0
866,0.78,0.12,0.1,217.0
867,0.77,0.13,0.1,214.0
868,0.76,0.14,0.1,210.5
869,0.75,0.15,0.1,207.5
870,0.74,0.16,0.1,204.5
871,0.73,0.17,0.1,201.0
872,0.72,0.18,0.1,198.0
873,0.71,0.19,0.1,194.5
874,0.7,0.2,0.1,191.0
875,0.69,0.21,0.1,187.5
876,0.68,0.22,0.1,184.5
877,0.67,0.23,0.1,181.0
878,0.66,0.24,0.1,177.0
879,0.65,0.25,0.1,173.5
880,0.64,0.26,0.1,170.0
881,0.63,0.27,0.1,166.0
882,0.62,0.28,0.1,162.5
883,0.61,0.29,0.1,158.5
884,0.6,0.3,0.1,154.5
885,0.59,0.31,0.1,151.0
886,0.58,0.32,0.1,146.5
887,0.57,0.33,0.1,142.5
888,0.56,0.34,0.1,138.5
889,0.55,0.35,0.1,134.5
890,0.54,0.36,0.1,130.0
891,0.53,0.37,0.1,125.5
892,0.52,0.38,0.1,121.5
893,0.51,0.39,0.1,117.0
894,0.5,0.4,0.1,112.5
895,0.49,0.41,0.1,107.5
896,0.48,0.42,0.1,103.0
897,0.47,0.43,0.1,98.0
898,0.46,0.44,0.1,93.5
899,0.45,0.45,0.1,93.0
900,0.44,0.46,0.1,93.0
901,0.43,0.47,0.1,93.0
902,0.42,0.48,0.1,92.5
903,0.41,0.49,0.1,92.0
904,0.4,0.5,0.1,91.5
905,0.39,0.51,0.1,90.5
906,0.38,0.52,0.1,89.5
907,0.37,0.53,0.1,88.5
908,0.36,0.54,0.1,87.0
909,0.35,0.55,0.1,85.5
910,0.34,0.56,0.1,84.0
911,0.33,0.57,0.1,82.0
912,0.32,0.58,0.1,80.0
913,0.31,0.59,0.1,77.5
914,0.3,0.6,0.1,75.0
915,0.29,0.61,0.1,72.5
916,0.28,0.62,0.1,70.0
917,0.27,0.63,0.1,69.0
918,0.26,0.64,0.1,68.5
919,0.25,0.65,0.1,68.0
920,0.24,0.66,0.1,67.0
921,0.23,0.67,0.1,66.0
922,0.22,0.68,0.1,65.0
923,0.21,0.69,0.1,63.5
924,0.2,0.7,0.1,62.0
925,0.19,0.71,0.1,66.0
926,0.18,0.72,0.1,70.5
927,0.17,0.73,0.1,75.5
928,0.16,0.74,0.1,80.0
929,0.15,0.75,0.1,84.5
930,0.14,0.76,0.1,89.0
931,0.13,0.77,0.1,93.5
932,0.12,0.78,0.1,98.0
933,0.11,0.79,0.1,102.5
934,0.1,0.8,0.1,106.5
935,0.09,0.81,0.1,111.0
936,0.08,0.82,0.1,115.0
937,0.07,0.83,0.1,119.0
938,0.06,0.84,0.1,123.0
939,0.05,0.85,0.1,127.0
940,0.04,0.86,0.1,131.0
941,0.03,0.87,0.1,134.5
942,0.02,0.88,0.1,138.5
943,0.01,0.89,0.1,142.0
187,0.0,0.89,0.10999999999999999,144.5
208,0.89,0.0,0.11,249.5
945,0.88,0.01,0.11,246.5
946,0.87,0.02,0.11,244.0
947,0.86,0.03,0.11,241.0
948,0.85,0.04,0.11,238.0
949,0.84,0.05,0.11,235.5
950,0.83,0.06,0.11,232.5
951,0.82,0.07,0.11,229.5
952,0.81,0.08,0.11,226.5
953,0.8,0.09,0.11,223.5
954,0.79,0.1,0.11,220.5
955,0.78,0.11,0.11,217.5
956,0.77,0.12,0.11,214.5
957,0.76,0.13,0.11,211.5
958,0.75,0.14,0.11,208.0
959,0.74,0.15,0.11,205.0
960,0.73,0.16,0.11,202.0
961,0.72,0.17,0.11,198.5
962,0.71,0.18,0.11,195.0
963,0.7,0.19,0.11,192.0
964,0.69,0.2,0.11,188.5
965,0.68,0.21,0.11,185.0
966,0.67,0.22,0.11,181.5
967,0.66,0.23,0.11,178.0
968,0.65,0.24,0.11,174.5
969,0.64,0.25,0.11,171.0
970,0.63,0.26,0.11,167.0
971,0.62,0.27,0.11,163.5
972,0.61,0.28,0.11,159.5
973,0.6,0.29,0.11,155.5
974,0.59,0.3,0.11,152.0
975,0.58,0.31,0.11,148.0
976,0.57,0.32,0.11,144.0
977,0.56,0.33,0.11,139.5
978,0.55,0.34,0.11,135.5
979,0.54,0.35,0.11,131.5
980,0.53,0.36,0.11,127.0
981,0.52,0.37,0.11,122.5
982,0.51,0.38,0.11,118.5
983,0.5,0.39,0.11,114.0
984,0.49,0.4,0.11,109.0
985,0.48,0.41,0.11,104.5
986,0.47,0.42,0.11,100.0
987,0.46,0.43,0.11,95.0
988,0.45,0.44,0.11,91.5
989,0.44,0.45,0.11,91.5
990,0.43,0.46,0.11,91.5
991,0.42,0.47,0.11,91.5
992,0.41,0.48,0.11,91.0
993,0.4,0.49,0.11,90.5
994,0.39,0.5,0.11,89.5
995,0.38,0.51,0.11,88.5
996,0.37,0.52,0.11,87.5
997,0.36,0.53,0.11,86.5
998,0.35,0.54,0.11,85.0
999,0.34,0.55,0.11,83.5
1000,0.33,0.56,0.11,81.5
1001,0.32,0.57,0.11,79.5
1002,0.31,0.58,0.11,77.5
1003,0.3,0.59,0.11,75.0
1004,0.29,0.6,0.11,73.0
1005,0.28,0.61,0.11,70.0
1006,0.27,0.62,0.11,68.0
1007,0.26,0.63,0.11,67.0
1008,0.25,0.64,0.11,66.5
1009,0.24,0.65,0.11,66.0
1010,0.23,0.66,0.11,65.0
1011,0.22,0.67,0.11,64.0
1012,0.21,0.68,0.11,63.0
1013,0.2,0.69,0.11,61.5
1014,0.19,0.7,0.11,64.5
1015,0.18,0.71,0.11,69.5
1016,0.17,0.72,0.11,74.0
1017,0.16,0.73,0.11,78.5
1018,0.15,0.74,0.11,83.5
1019,0.14,0.75,0.11,88.0
1020,0.13,0.76,0.11,92.5
1021,0.12,0.77,0.11,96.5
1022,0.11,0.78,0.11,101.0
1023,0.1,0.79,0.11,105.5
1024,0.09,0.8,0.11,109.5
1025,0.08,0.81,0.11,113.5
1026,0.07,0.82,0.11,118.0
1027,0.06,0.83,0.11,122.0
1028,0.05,0.84,0.11,125.5
1029,0.04,0.85,0.11,129.5
1030,0.03,0.86,0.11,133.5
1031,0.02,0.87,0.11,137.0
1032,0.01,0.88,0.11,141.0
209,0.88,0.0,0.12,247.5
1034,0.87,0.01,0.12,244.5
1035,0.86,0.02,0.12,241.5
1036,0.85,0.03,0.12,239.0
1037,0.84,0.04,0.12,236.0
1038,0.83,0.05,0.12,233.0
1039,0.82,0.06,0.12,230.0
1040,0.81,0.07,0.12,227.0
1041,0.8,0.08,0.12,224.0
1042,0.79,0.09,0.12,221.0
1043,0.78,0.1,0.12,218.0
1044,0.77,0.11,0.12,215.0
1045,0.76,0.12,0.12,212.0
1046,0.75,0.13,0.12,209.0
1047,0.74,0.14,0.12,205.5
1048,0.73,0.15,0.12,202.5
1049,0.72,0.16,0.12,199.0
1050,0.71,0.17,0.12,196.0
1051,0.7,0.18,0.12,192.5
1052,0.69,0.19,0.12,189.0
1053,0.68,0.2,0.12,186.0
1054,0.67,0.21,0.12,182.5
1055,0.66,0.22,0.12,179.0
1056,0.65,0.23,0.12,175.5
1057,0.64,0.24,0.12,171.5
1058,0.63,0.25,0.12,168.0
1059,0.62,0.26,0.12,164.5
1060,0.61,0.27,0.12,160.5
1061,0.6,0.28,0.12,156.5
1062,0.59,0.29,0.12,153.0
1063,0.58,0.3,0.12,149.0
1064,0.57,0.31,0.12,145.0
1065,0.56,0.32,0.12,141.0
1066,0.55,0.33,0.12,137.0
1067,0.54,0.34,0.12,132.5
1068,0.53,0.35,0.12,128.5
1069,0.52,0.36,0.12,124.0
1070,0.51,0.37,0.12,119.5
1071,0.5,0.38,0.12,115.5
1072,0.49,0.39,0.12,111.0
1073,0.48,0.4,0.12,106.0
1074,0.47,0.41,0.12,101.5
1075,0.46,0.42,0.12,97.0
1076,0.45,0.43,0.12,92.0
1077,0.44,0.44,0.12,90.5
1078,0.43,0.45,0.12,90.5
1079,0.42,0.46,0.12,90.0
1080,0.41,0.47,0.12,90.0
1081,0.4,0.48,0.12,89.5
1082,0.39,0.49,0.12,89.0
1083,0.38,0.5,0.12,88.0
1084,0.37,0.51,0.12,87.0
1085,0.36,0.52,0.12,86.0
1086,0.35,0.53,0.12,84.5
1087,0.34,0.54,0.12,83.0
1088,0.33,0.55,0.12,81.5
1089,0.32,0.56,0.12,79.5
1090,0.31,0.57,0.12,77.5
1091,0.3,0.58,0.12,75.5
1092,0.29,0.59,0.12,73.0
1093,0.28,0.6,0.12,70.5
1094,0.27,0.61,0.12,67.5
1095,0.26,0.62,0.12,66.0
1096,0.25,0.63,0.12,65.5
1097,0.24,0.64,0.12,65.0
1098,0.23,0.65,0.12,64.0
1099,0.22,0.66,0.12,63.5
1100,0.21,0.67,0.12,62.0
1101,0.2,0.68,0.12,60.5
1102,0.19,0.69,0.12,63.5
1103,0.18,0.7,0.12,68.0
1104,0.17,0.71,0.12,73.0
1105,0.16,0.72,0.12,77.5
1106,0.15,0.73,0.12,82.0
1107,0.14,0.74,0.12,86.5
1108,0.13,0.75,0.12,91.0
1109,0.12,0.76,0.12,95.5
1110,0.11,0.77,0.12,99.5
1111,0.1,0.78,0.12,104.0
1112,0.09,0.79,0.12,108.0
1113,0.08,0.8,0.12,112.5
1114,0.07,0.81,0.12,116.5
1115,0.06,0.82,0.12,120.5
1116,0.05,0.83,0.12,124.5
1117,0.04,0.84,0.12,128.5
1118,0.03,0.85,0.12,132.0
1119,0.02,0.86,0.12,136.0
1120,0.01,0.87,0.12,139.5
186,0.0,0.88,0.12,143.5
210,0.87,0.0,0.13,245.5
1122,0.86,0.01,0.13,242.5
1123,0.85,0.02,0.13,239.5
1124,0.84,0.03,0.13,236.5
1125,0.83,0.04,0.13,234.0
1126,0.82,0.05,0.13,231.0
1127,0.81,0.06,0.13,228.0
1128,0.8,0.07,0.13,225.0
1129,0.79,0.08,0.13,222.0
1130,0.78,0.09,0.13,219.0
1131,0.77,0.1,0.13,216.0
1132,0.76,0.11,0.13,212.5
1133,0.75,0.12,0.13,209.5
1134,0.74,0.13,0.13,206.5
1135,0.73,0.14,0.13,203.0
1136,0.72,0.15,0.13,200.0
1137,0.71,0.16,0.13,196.5
1138,0.7,0.17,0.13,193.5
1139,0.69,0.18,0.13,190.0
1140,0.68,0.19,0.13,186.5
1141,0.67,0.2,0.13,183.0
1142,0.66,0.21,0.13,179.5
1143,0.65,0.22,0.13,176.0
1144,0.64,0.23,0.13,172.5
1145,0.63,0.24,0.13,169.0
1146,0.62,0.25,0.13,165.0
1147,0.61,0.26,0.13,161.5
1148,0.6,0.27,0.13,157.5
1149,0.59,0.28,0.13,154.0
1150,0.58,0.29,0.13,150.0
1151,0.57,0.3,0.13,146.0
1152,0.56,0.31,0.13,142.0
1153,0.55,0.32,0.13,138.0
1154,0.54,0.33,0.13,134.0
1155,0.53,0.34,0.13,129.5
1156,0.52,0.35,0.13,125.5
1157,0.51,0.36,0.13,121.0
1158,0.5,0.37,0.13,117.0
1159,0.49,0.38,0.13,112.5
1160,0.48,0.39,0.13,108.0
1161,0.47,0.4,0.13,103.0
1162,0.46,0.41,0.13,98.5
1163,0.45,0.42,0.13,94.0
1164,0.44,0.43,0.13,89.0
1165,0.43,0.44,0.13,89.0
1166,0.42,0.45,0.13,89.0
1167,0.41,0.46,0.13,89.0
1168,0.4,0.47,0.13,88.5
1169,0.39,0.48,0.13,88.0
1170,0.38,0.49,0.13,87.0
1171,0.37,0.5,0.13,86.5
1172,0.36,0.51,0.13,85.0
1173,0.35,0.52,0.13,84.0
1174,0.34,0.53,0.13,82.5
1175,0.33,0.54,0.13,81.0
1176,0.32,0.55,0.13,79.5
1177,0.31,0.56,0.13,77.5
1178,0.3,0.57,0.13,75.5
1179,0.29,0.58,0.13,73.0
1180,0.28,0.59,0.13,70.5
1181,0.27,0.6,0.13,68.0
1182,0.26,0.61,0.13,65.5
1183,0.25,0.62,0.13,64.5
1184,0.24,0.63,0.13,64.0
1185,0.23,0.64,0.13,63.0
1186,0.22,0.65,0.13,62.5
1187,0.21,0.66,0.13,61.5
1188,0.2,0.67,0.13,60.0
1189,0.19,0.68,0.13,62.5
1190,0.18,0.69,0.13,67.0
1191,0.17,0.7,0.13,71.5
1192,0.16,0.71,0.13,76.0
1193,0.15,0.72,0.13,80.5
1194,0.14,0.73,0.13,85.0
1195,0.13,0.74,0.13,89.5
1196,0.12,0.75,0.13,94.0
1197,0.11,0.76,0.13,98.5
1198,0.1,0.77,0.13,102.5
1199,0.09,0.78,0.13,107.0
1200,0.08,0.79,0.13,111.0
1201,0.07,0.8,0.13,115.0
1202,0.06,0.81,0.13,119.0
1203,0.05,0.82,0.13,123.0
1204,0.04,0.83,0.13,127.0
1205,0.03,0.84,0.13,131.0
1206,0.02,0.85,0.13,135.0
1207,0.01,0.86,0.13,138.5
185,0.0,0.87,0.13,142.5
211,0.86,0.0,0.14,243.5
1209,0.85,0.01,0.14,240.5
1210,0.84,0.02,0.14,237.5
1211,0.83,0.03,0.14,234.5
1212,0.82,0.04,0.14,231.5
1213,0.81,0.05,0.14,228.5
1214,0.8,0.06,0.14,225.5
1215,0.79,0.07,0.14,222.5
1216,0.78,0.08,0.14,219.5
1217,0.77,0.09,0.14,216.5
1218,0.76,0.1,0.14,213.5
1219,0.75,0.11,0.14,210.5
1220,0.74,0.12,0.14,207.0
1221,0.73,0.13,0.14,204.0
1222,0.72,0.14,0.14,200.5
1223,0.71,0.15,0.14,197.5
1224,0.7,0.16,0.14,194.0
1225,0.69,0.17,0.14,190.5
1226,0.68,0.18,0.14,187.5
1227,0.67,0.19,0.14,184.0
1228,0.66,0.2,0.14,180.5
1229,0.65,0.21,0.14,177.0
1230,0.64,0.22,0.14,173.5
1231,0.63,0.23,0.14,170.0
1232,0.62,0.24,0.14,166.0
1233,0.61,0.25,0.14,162.5
1234,0.6,0.26,0.14,158.5
1235,0.59,0.27,0.14,155.0
1236,0.58,0.28,0.14,151.0
1237,0.57,0.29,0.14,147.0
1238,0.56,0.3,0.14,143.5
1239,0.55,0.31,0.14,139.0
1240,0.54,0.32,0.14,135.0
1241,0.53,0.33,0.14,131.0
1242,0.52,0.34,0.14,127.0
1243,0.51,0.35,0.14,122.5
1244,0.5,0.36,0.14,118.0
1245,0.49,0.37,0.14,114.0
1246,0.48,0.38,0.14,109.5
1247,0.47,0.39,0.14,105.0
1248,0.46,0.4,0.14,100.5
1249,0.45,0.41,0.14,95.5
1250,0.44,0.42,0.14,91.0
1251,0.43,0.43,0.14,88.0
1252,0.42,0.44,0.14,88.0
1253,0.41,0.45,0.14,87.5
1254,0.4,0.46,0.14,87.5
1255,0.39,0.47,0.14,87.0
1256,0.38,0.48,0.14,86.5
1257,0.37,0.49,0.14,85.5
1258,0.36,0.5,0.14,84.5
1259,0.35,0.51,0.14,83.5
1260,0.34,0.52,0.14,82.0
1261,0.33,0.53,0.14,80.5
1262,0.32,0.54,0.14,79.0
1263,0.31,0.55,0.14,77.5
1264,0.3,0.56,0.14,75.5
1265,0.29,0.57,0.14,73.0
1266,0.28,0.58,0.14,71.0
1267,0.27,0.59,0.14,68.5
1268,0.26,0.6,0.14,65.5
1269,0.25,0.61,0.14,63.5
1270,0.24,0.62,0.14,62.5
1271,0.23,0.63,0.14,62.0
1272,0.22,0.64,0.14,61.5
1273,0.21,0.65,0.14,60.5
1274,0.2,0.66,0.14,59.5
1275,0.19,0.67,0.14,61.5
1276,0.18,0.68,0.14,66.0
1277,0.17,0.69,0.14,70.5
1278,0.16,0.7,0.14,75.0
1279,0.15,0.71,0.14,79.5
1280,0.14,0.72,0.14,84.0
1281,0.13,0.73,0.14,88.5
1282,0.12,0.74,0.14,92.5
1283,0.11,0.75,0.14,97.0
1284,0.1,0.76,0.14,101.5
1285,0.09,0.77,0.14,105.5
1286,0.08,0.78,0.14,109.5
1287,0.07,0.79,0.14,114.0
1288,0.06,0.8,0.14,118.0
1289,0.05,0.81,0.14,122.0
1290,0.04,0.82,0.14,126.0
1291,0.03,0.83,0.14,130.0
1292,0.02,0.84,0.14,133.5
1293,0.01,0.85,0.14,137.5
184,0.0,0.86,0.14,141.5
1295,0.84,0.01,0.15,238.5
1296,0.83,0.02,0.15,235.5
1297,0.82,0.03,0.15,232.5
1298,0.81,0.04,0.15,229.5
1299,0.8,0.05,0.15,226.5
1300,0.79,0.06,0.15,223.5
1301,0.78,0.07,0.15,220.5
1302,0.77,0.08,0.15,217.5
1303,0.76,0.09,0.15,214.0
1304,0.75,0.1,0.15,211.0
1305,0.74,0.11,0.15,208.0
1306,0.73,0.12,0.15,204.5
1307,0.72,0.13,0.15,201.5
1308,0.71,0.14,0.15,198.0
1309,0.7,0.15,0.15,195.0
1310,0.69,0.16,0.15,191.5
1311,0.68,0.17,0.15,188.0
1312,0.67,0.18,0.15,185.0
1313,0.66,0.19,0.15,181.5
1314,0.65,0.2,0.15,178.0
1315,0.64,0.21,0.15,174.5
1316,0.63,0.22,0.15,170.5
1317,0.62,0.23,0.15,167.0
1318,0.61,0.24,0.15,163.5
1319,0.6,0.25,0.15,160.0
1320,0.59,0.26,0.15,156.0
1321,0.58,0.27,0.15,152.0
1322,0.57,0.28,0.15,148.5
1323,0.56,0.29,0.15,144.5
1324,0.55,0.3,0.15,140.5
1325,0.54,0.31,0.15,136.5
1326,0.53,0.32,0.15,132.5
1327,0.52,0.33,0.15,128.0
1328,0.51,0.34,0.15,124.0
1329,0.5,0.35,0.15,119.5
1330,0.49,0.36,0.15,115.5
1331,0.48,0.37,0.15,111.0
1332,0.47,0.38,0.15,106.5
1333,0.46,0.39,0.15,102.0
1334,0.45,0.4,0.15,97.5
1335,0.44,0.41,0.15,92.5
1336,0.43,0.42,0.15,88.0
1337,0.42,0.43,0.15,86.5
1338,0.41,0.44,0.15,86.5
1339,0.4,0.45,0.15,86.5
1340,0.39,0.46,0.15,86.0
1341,0.38,0.47,0.15,85.5
1342,0.37,0.48,0.15,85.0
1343,0.36,0.49,0.15,84.0
1344,0.35,0.5,0.15,83.0
1345,0.34,0.51,0.15,81.5
1346,0.33,0.52,0.15,80.5
1347,0.32,0.53,0.15,79.0
1348,0.31,0.54,0.15,77.0
1349,0.3,0.55,0.15,75.5
1350,0.29,0.56,0.15,73.5
1351,0.28,0.57,0.15,71.0
1352,0.27,0.58,0.15,68.5
1353,0.26,0.59,0.15,66.0
1354,0.25,0.6,0.15,63.5
1355,0.24,0.61,0.15,62.0
1356,0.23,0.62,0.15,61.0
1357,0.22,0.63,0.15,60.5
1358,0.21,0.64,0.15,59.5
1359,0.2,0.65,0.15,58.5
1360,0.19,0.66,0.15,61.0
1361,0.18,0.67,0.15,65.0
1362,0.17,0.68,0.15,69.5
1363,0.16,0.69,0.15,73.5
1364,0.15,0.7,0.15,78.0
1365,0.14,0.71,0.15,82.5
1366,0.13,0.72,0.15,87.0
1367,0.12,0.73,0.15,91.5
1368,0.11,0.74,0.15,95.5
1369,0.1,0.75,0.15,100.0
1370,0.09,0.76,0.15,104.0
1371,0.08,0.77,0.15,108.5
1372,0.07,0.78,0.15,112.5
1373,0.06,0.79,0.15,116.5
1374,0.05,0.8,0.15,120.5
1375,0.04,0.81,0.15,124.5
1376,0.03,0.82,0.15,128.5
1377,0.02,0.83,0.15,132.5
1378,0.01,0.84,0.15,136.5
212,0.85,0.0,0.15000000000000002,241.5
183,0.0,0.85,0.15000000000000002,140.5
182,0.0,0.8400000000000001,0.15999999999999992,140.0
213,0.84,0.0,0.16,239.5
1380,0.83,0.01,0.16,236.5
1381,0.82,0.02,0.16,233.5
1382,0.81,0.03,0.16,230.5
1383,0.8,0.04,0.16,227.5
1384,0.79,0.05,0.16,224.0
