ベンダ,GRAPHTEC Corporation,,,,,,,,,,,,,,
モデル,GL260,,,,,,,,,,,,,,
バージョン,Ver1.03  ,,,,,,,,,,,,,,
最大CH数,10,,,,,,,,,,,,,,
WL開始CH,10,,,,,,,,,,,,,,
演算開始CH,10,,,,,,,,,,,,,,
最大ロジックCH数,4,,,,,,,,,,,,,,
最大演算CH数,10,,,,,,,,,,,,,,
Logic/Pulse,Off,,,,,,,,,,,,,,
温度単位,C,,,,,,,,,,,,,,
測定間隔,1s,,,,,,,,,,,,,,
測定点数,1193,,,,,,,,,,,,,,
トリガ点,0,,,,,,,,,,,,,,
開始時刻,2025/04/15,14:25:51,,,,,,,,,,,,,
333,2025/04/15 14:31,0,300.2,323.6,322.1,313.9,322.6,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
334,2025/04/15 14:31,0,300.2,323.5,322,313.9,322.6,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
335,2025/04/15 14:31,0,300.2,323.5,322,313.9,322.6,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
336,2025/04/15 14:31,0,300.1,323.3,322,313.9,322.6,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
337,2025/04/15 14:31,0,300.2,323.3,321.9,313.9,322.5,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
338,2025/04/15 14:31,0,300.1,323.3,321.9,313.9,322.4,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
339,2025/04/15 14:31,0,300.1,323.3,321.9,314,322.4,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
340,2025/04/15 14:31,0,300,323.2,321.9,314,322.4,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
341,2025/04/15 14:31,0,300,323.1,321.9,314,322.4,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
342,2025/04/15 14:31,0,300,323,321.9,313.9,322.4,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
343,2025/04/15 14:31,0,300,323,321.9,314,322.3,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
344,2025/04/15 14:31,0,300,323,321.9,314,322.3,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
345,2025/04/15 14:31,0,300,323,321.9,314,322.3,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
346,2025/04/15 14:31,0,300,323,321.8,314,322.3,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
347,2025/04/15 14:31,0,300,322.9,321.9,314.1,322.3,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
348,2025/04/15 14:31,0,300,322.9,321.9,314.1,322.3,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
349,2025/04/15 14:31,0,300,322.9,321.9,314.1,322.3,17.7,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
350,2025/04/15 14:31,0,300,322.9,321.9,314.1,322.3,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
351,2025/04/15 14:31,0,300,322.8,321.9,314.1,322.3,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
352,2025/04/15 14:31,0,300,322.8,321.9,314.2,322.3,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
353,2025/04/15 14:31,0,300,322.9,321.9,314.2,322.4,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
354,2025/04/15 14:31,0,300,322.9,321.9,314.2,322.4,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
355,2025/04/15 14:31,0,300,322.9,321.9,314.2,322.4,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
356,2025/04/15 14:31,0,300,322.9,322,314.3,322.4,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
357,2025/04/15 14:31,0,300,322.9,322,314.4,322.4,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
358,2025/04/15 14:31,0,300,322.9,322,314.4,322.5,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
359,2025/04/15 14:31,0,300,322.9,322.1,314.4,322.5,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
360,2025/04/15 14:31,0,300,323,322.1,314.5,322.6,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
361,2025/04/15 14:31,0,300,323,322.3,314.5,322.6,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
362,2025/04/15 14:31,0,300,323,322.3,314.5,322.6,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
363,2025/04/15 14:31,0,300,323,322.3,314.7,322.7,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
364,2025/04/15 14:31,0,300,323.1,322.3,314.7,322.8,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
365,2025/04/15 14:31,0,300.1,323.2,322.4,314.7,322.9,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
366,2025/04/15 14:31,0,300.2,323.2,322.5,314.8,322.9,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
367,2025/04/15 14:31,0,300.2,323.3,322.6,314.8,323,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
368,2025/04/15 14:31,0,300.2,323.3,322.6,314.9,323,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
369,2025/04/15 14:31,0,300.2,323.4,322.6,315,323.2,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
370,2025/04/15 14:32,0,300.2,323.5,322.7,315.1,323.2,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
371,2025/04/15 14:32,0,300.3,323.6,322.9,315.1,323.3,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
372,2025/04/15 14:32,0,300.3,323.6,322.9,315.2,323.3,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
373,2025/04/15 14:32,0,300.3,323.7,323,315.3,323.5,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
374,2025/04/15 14:32,0,300.4,323.9,323,315.4,323.6,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
375,2025/04/15 14:32,0,300.4,323.9,323.2,315.4,323.6,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
376,2025/04/15 14:32,0,300.4,324,323.3,315.4,323.7,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
377,2025/04/15 14:32,0,300.5,324.1,323.3,315.6,323.8,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
378,2025/04/15 14:32,0,300.5,324.2,323.4,315.7,323.9,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
379,2025/04/15 14:32,0,300.6,324.3,323.5,315.8,324,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
380,2025/04/15 14:32,0,300.6,324.4,323.6,315.8,324.1,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
381,2025/04/15 14:32,0,300.7,324.5,323.7,315.9,324.2,17.7,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
382,2025/04/15 14:32,0,300.8,324.6,323.8,316,324.4,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
383,2025/04/15 14:32,0,300.8,324.7,323.9,316.1,324.4,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
384,2025/04/15 14:32,0,300.8,324.8,324,316.1,324.5,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
385,2025/04/15 14:32,0,300.8,324.9,324.1,316.2,324.7,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
386,2025/04/15 14:32,0,300.9,325,324.2,316.3,324.7,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
387,2025/04/15 14:32,0,300.9,325.1,324.3,316.4,324.8,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
388,2025/04/15 14:32,0,301,325.2,324.4,316.5,325,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
389,2025/04/15 14:32,0,301.1,325.3,324.5,316.5,325,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
390,2025/04/15 14:32,0,301.1,325.4,324.5,316.7,325.2,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
391,2025/04/15 14:32,0,301.1,325.5,324.7,316.8,325.3,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
392,2025/04/15 14:32,0,301.1,325.6,324.7,316.8,325.3,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
393,2025/04/15 14:32,0,301.2,325.7,324.8,316.8,325.4,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
394,2025/04/15 14:32,0,301.2,325.7,324.9,317,325.5,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
395,2025/04/15 14:32,0,301.3,325.8,325,317,325.6,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
396,2025/04/15 14:32,0,301.4,325.9,325,317.1,325.7,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
397,2025/04/15 14:32,0,301.4,326,325.1,317.1,325.7,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
398,2025/04/15 14:32,0,301.4,326,325.1,317.2,325.8,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
399,2025/04/15 14:32,0,301.4,326.1,325.3,317.3,325.9,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
400,2025/04/15 14:32,0,301.5,326.2,325.3,317.3,326,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
401,2025/04/15 14:32,0,301.5,326.2,325.3,317.4,326,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
402,2025/04/15 14:32,0,301.6,326.3,325.4,317.4,326,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
403,2025/04/15 14:32,0,301.6,326.3,325.4,317.5,326.1,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
404,2025/04/15 14:32,0,301.7,326.3,325.4,317.5,326.2,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
405,2025/04/15 14:32,0,301.7,326.4,325.6,317.6,326.2,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
406,2025/04/15 14:32,0,301.7,326.5,325.6,317.6,326.2,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
407,2025/04/15 14:32,0,301.8,326.4,325.6,317.7,326.3,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
408,2025/04/15 14:32,0,301.8,326.5,325.7,317.7,326.3,17.7,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
409,2025/04/15 14:32,0,301.8,326.5,325.7,317.7,326.4,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
410,2025/04/15 14:32,0,301.8,326.5,325.7,317.8,326.4,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
411,2025/04/15 14:32,0,301.8,326.6,325.7,317.8,326.4,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
412,2025/04/15 14:32,0,302,326.6,325.7,317.9,326.4,17.7,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
413,2025/04/15 14:32,0,302,326.6,325.7,317.9,326.4,17.6,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
414,2025/04/15 14:32,0,302,326.6,325.8,317.9,326.4,17.7,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
415,2025/04/15 14:32,0,302.1,326.6,325.8,317.9,324.8,17.7,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
416,2025/04/15 14:32,0,302,326.6,325.8,317.9,322.3,17.7,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
417,2025/04/15 14:32,0,302.1,326.6,325.9,317.9,319.4,17.7,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
418,2025/04/15 14:32,0,302.1,326.6,325.9,318,316.5,17.7,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
419,2025/04/15 14:32,0,302.9,326.6,325.9,318,313.8,17.7,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
420,2025/04/15 14:32,0,303.6,326.6,325.9,318,311.1,17.7,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
421,2025/04/15 14:32,0,303.1,326.5,325.9,318,308.6,17.7,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
422,2025/04/15 14:32,0,303.1,326.4,325.9,317.9,306.2,17.7,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
423,2025/04/15 14:32,0,303.1,326.3,325.9,317.9,304,17.7,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
424,2025/04/15 14:32,0,303.1,326.2,326,317.9,301.7,17.7,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
425,2025/04/15 14:32,0,303.1,326,326,317.9,299.4,17.7,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
426,2025/04/15 14:32,0,303.1,326,325.4,317.9,297.2,17.7,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
427,2025/04/15 14:32,0,303.1,325.8,324.4,317.8,295,17.7,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
428,2025/04/15 14:32,0,303.2,325.7,322.3,317.9,292.8,17.7,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
429,2025/04/15 14:32,0,303.2,325.6,319.6,317.7,290.7,17.7,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
430,2025/04/15 14:33,0,303.3,325.4,317.3,317.7,288.9,17.7,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
431,2025/04/15 14:33,0,303.3,325.4,315.4,317.6,286.9,17.7,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
432,2025/04/15 14:33,0,303.3,325.3,312.6,317.5,284.8,17.7,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
433,2025/04/15 14:33,0,303.3,325.1,309.9,317.5,282.8,17.7,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
434,2025/04/15 14:33,0,303.3,325,307.3,317.4,280.8,17.7,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
435,2025/04/15 14:33,0,303.3,325,304.9,317.3,278.8,17.7,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
436,2025/04/15 14:33,0,303.2,324.8,302.4,317.2,277,17.7,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
437,2025/04/15 14:33,0,303.1,324.7,300,317.1,275,17.8,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
438,2025/04/15 14:33,0,303.1,324.7,297.6,317.1,273.2,17.8,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
439,2025/04/15 14:33,0,303.4,324.5,295.3,317,271.3,17.8,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
440,2025/04/15 14:33,0,302.8,324.4,292.9,317,269.5,17.7,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
441,2025/04/15 14:33,0,302.8,324.4,290.7,316.9,267.7,17.8,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
442,2025/04/15 14:33,0,302.5,324.4,289.3,316.8,265.8,17.8,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
443,2025/04/15 14:33,0,302.6,324.2,287.8,316.8,264,17.8,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
444,2025/04/15 14:33,0,303.4,324.2,285.9,316.8,262.2,17.8,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
445,2025/04/15 14:33,0,303.2,324.1,284.1,316.9,260.7,17.9,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
446,2025/04/15 14:33,0,294.7,324,281.9,316.9,258.9,17.8,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
447,2025/04/15 14:33,0,291.9,323.8,279.9,316.9,257.2,17.8,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
448,2025/04/15 14:33,0,289.6,323.8,276.7,316.8,255.5,17.9,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
449,2025/04/15 14:33,0,287.1,323.6,273.5,316.8,253.9,17.8,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
450,2025/04/15 14:33,0,284.7,323.6,271.2,316.7,252.2,17.8,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
451,2025/04/15 14:33,0,282.4,323.5,269.2,316.5,250.5,17.9,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
452,2025/04/15 14:33,0,280.1,323.3,267.2,316.5,248.9,17.9,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
453,2025/04/15 14:33,0,277.8,323.3,265.3,316.5,247.3,17.9,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
454,2025/04/15 14:33,0,275.6,323.3,263.5,316.5,245.6,17.9,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
455,2025/04/15 14:33,0,273.3,323.3,261.6,316.4,244,17.9,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
456,2025/04/15 14:33,0,271.1,323.3,259.9,316.1,242.4,17.9,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
457,2025/04/15 14:33,0,268.8,323.2,258.3,315,240.9,17.9,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
458,2025/04/15 14:33,0,266.6,323.2,256.5,313.8,239.2,17.9,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
459,2025/04/15 14:33,0,264.6,323.2,254.9,313.5,237.7,17.9,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
460,2025/04/15 14:33,0,262.3,323.2,253.7,312.7,236.2,17.9,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
461,2025/04/15 14:33,0,260.2,323.3,252.1,311.6,234.7,17.9,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
462,2025/04/15 14:33,0,258.4,323.1,250.3,310.4,233.2,17.9,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
463,2025/04/15 14:33,0,256.5,323,248.6,309,231.7,18,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
464,2025/04/15 14:33,0,254.7,323.1,246.9,305.9,230.2,18,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
465,2025/04/15 14:33,0,252.9,323.2,245.2,305.3,228.8,18,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
466,2025/04/15 14:33,0,251,323.3,243.6,303.2,227.3,18.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
467,2025/04/15 14:33,0,249.1,323.3,241.9,301.6,225.9,18.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
468,2025/04/15 14:33,0,247.3,323.4,240.3,300,224.5,18.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
469,2025/04/15 14:33,0,245.5,323.6,238.7,298.2,223,18.2,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
470,2025/04/15 14:33,0,243.7,323.9,237.1,296.5,221.8,18.2,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
471,2025/04/15 14:33,0,241.7,323.3,235.5,294.7,220.4,18.2,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
472,2025/04/15 14:33,0,239.3,322.1,234,293.1,219.1,18.2,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
473,2025/04/15 14:33,0,237.3,320.6,232.4,291.4,217.8,18.2,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
474,2025/04/15 14:33,0,238.2,319,231,289.7,216.3,18.2,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
475,2025/04/15 14:33,0,237.1,317.2,229.3,287.8,215,18.3,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
476,2025/04/15 14:33,0,235.8,315.5,227.9,286,213.7,18.3,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
477,2025/04/15 14:33,0,234.3,313.8,226.4,284.2,212.4,18.3,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
478,2025/04/15 14:33,0,232.9,311.7,224.8,282.5,211,18.4,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
479,2025/04/15 14:33,0,230.5,307.4,223.4,280.9,209.9,18.4,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
480,2025/04/15 14:33,0,228.2,305.3,222.1,279.3,208.6,18.4,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
481,2025/04/15 14:33,0,226.4,302.5,220.6,277.7,207.4,18.4,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
482,2025/04/15 14:33,0,224.8,300,219.3,276,206.2,18.4,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
483,2025/04/15 14:33,0,223.2,297.5,217.9,274.4,205,18.4,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
484,2025/04/15 14:33,0,221.7,295,216.5,272.8,203.7,18.4,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
485,2025/04/15 14:33,0,220.2,292.7,215.2,271.2,202.5,18.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
486,2025/04/15 14:33,0,218.6,290.4,213.8,269.7,201.4,18.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
487,2025/04/15 14:33,0,217.1,288.1,212.5,268.1,200.2,18.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
488,2025/04/15 14:33,0,215.7,285.8,211.1,266.6,199,18.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
489,2025/04/15 14:33,0,214.2,283.5,209.8,265,197.9,18.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
490,2025/04/15 14:34,0,212.8,281.3,208.6,263.5,196.8,18.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
491,2025/04/15 14:34,0,211.4,279.1,207.2,261.9,195.6,18.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
492,2025/04/15 14:34,0,210,276.8,206,260.4,194.4,18.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
493,2025/04/15 14:34,0,208.6,274.7,204.7,258.8,193.3,18.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
494,2025/04/15 14:34,0,207.2,272.6,203.5,257.3,192.3,18.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
495,2025/04/15 14:34,0,205.9,270.5,202.3,255.7,191.1,18.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
496,2025/04/15 14:34,0,204.5,268.5,201,254.3,190.1,18.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
497,2025/04/15 14:34,0,203.2,266.5,199.8,252.8,189,18.5,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL,
