ベンダ,"GRAPHTEC Corporation"
モデル,"GL260"
バージョン,"Ver1.03  "
最大CH数,10
WL開始CH,10
演算開始CH,10
最大ロジックCH数,4
最大演算CH数,10
Logic/Pulse,Off
温度単位,C
測定間隔,1s
測定点数,711       
トリガ点,0         
開始時刻,2026-05-12,14:18:05
終了時刻,2026-05-12,14:29:55
トリガ時刻,2026-05-12,14:18:05
アンプ設定
CH,信号名,アンプ,入力,レンジ,温度レンジ,フィルタ,スパン,,単位,線色,,,線幅
CH1," CH 1","M",TEMP,TC_K,2000degC,Off,+300.0,+0.0,[degC],28,5,6,0
CH2," CH 2","M",TEMP,TC_K,2000degC,Off,+300.0,+0.0,[degC],0,13,23,0
CH3," CH 3","M",TEMP,TC_K,2000degC,Off,+300.0,+0.0,[degC],9,22,8,0
CH4," CH 4","M",TEMP,TC_K,2000degC,Off,+300.0,+0.0,[degC],21,0,21,0
CH5," CH 5","M",TEMP,TC_K,2000degC,Off,+300.0,+0.0,[degC],28,16,2,0
CH6," CH 6","M",TEMP,TC_K,2000degC,Off,+300.0,+0.0,[degC],5,23,30,0
CH7," CH 7","M",TEMP,TC_K,2000degC,Off,+300.0,+0.0,[degC],30,23,1,0
CH8," CH 8","M",TEMP,TC_K,2000degC,Off,+300.0,+0.0,[degC],28,0,17,0
CH9," CH 9","M",TEMP,TC_K,2000degC,Off,+300.0,+0.0,[degC],17,11,7,0
CH10," CH10","M",TEMP,TC_K,2000degC,Off,+300.0,+0.0,[degC],19,27,0,0
演算設定
CH,左項,演算子,右項,スケーリング,スパン,,単位
演算拡張設定
CH,信号名,係数A,左項,演算子,係数B,右項,オフセットC,スケーリング,スパン,,単位,線色,,,線幅
測定値
番号,日付/時間,ms,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,Alarm1-10,AlarmOut
       670,2026/05/12 14:29:14,  0,  +48.7,  +55.1,  +54.9,  +46.6,  +24.0,BURNOUT,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       671,2026/05/12 14:29:15,  0,  +48.6,  +54.9,  +54.8,  +46.5,  +24.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       672,2026/05/12 14:29:16,  0,  +48.5,  +54.8,  +54.6,  +46.4,  +24.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       673,2026/05/12 14:29:17,  0,  +48.4,  +54.7,  +54.5,  +46.4,  +24.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       674,2026/05/12 14:29:18,  0,  +48.3,  +54.6,  +54.4,  +46.3,  +24.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       675,2026/05/12 14:29:19,  0,  +48.2,  +54.5,  +54.2,  +46.2,  +24.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       676,2026/05/12 14:29:20,  0,  +48.1,  +54.3,  +54.2,  +46.1,  +24.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       677,2026/05/12 14:29:21,  0,  +48.0,  +54.2,  +54.0,  +46.0,  +24.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       678,2026/05/12 14:29:22,  0,  +47.9,  +54.0,  +53.9,  +45.9,  +24.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       679,2026/05/12 14:29:23,  0,  +47.8,  +53.9,  +53.8,  +45.8,  +24.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       680,2026/05/12 14:29:24,  0,  +47.7,  +53.9,  +53.6,  +45.6,  +24.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       681,2026/05/12 14:29:25,  0,  +47.6,  +53.7,  +53.5,  +45.6,  +24.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       682,2026/05/12 14:29:26,  0,  +47.5,  +53.5,  +53.4,  +45.5,  +24.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       683,2026/05/12 14:29:27,  0,  +47.4,  +53.5,  +53.2,  +45.4,  +24.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       684,2026/05/12 14:29:28,  0,  +47.3,  +53.3,  +53.1,  +45.3,  +24.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       685,2026/05/12 14:29:29,  0,  +47.2,  +53.2,  +53.0,  +45.3,  +24.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       686,2026/05/12 14:29:30,  0,  +47.0,  +53.1,  +52.9,  +45.2,  +24.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       687,2026/05/12 14:29:31,  0,  +47.0,  +52.9,  +52.8,  +45.0,  +24.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       688,2026/05/12 14:29:32,  0,  +46.9,  +52.9,  +52.6,  +45.0,  +24.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       689,2026/05/12 14:29:33,  0,  +46.8,  +52.7,  +52.5,  +44.9,  +24.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       690,2026/05/12 14:29:34,  0,  +46.7,  +52.6,  +52.5,  +44.8,  +24.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       691,2026/05/12 14:29:35,  0,  +46.6,  +52.5,  +52.3,  +44.7,  +24.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       692,2026/05/12 14:29:36,  0,  +46.4,  +52.4,  +52.2,  +44.6,  +24.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       693,2026/05/12 14:29:37,  0,  +46.4,  +52.2,  +52.1,  +44.6,  +24.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       694,2026/05/12 14:29:38,  0,  +46.3,  +52.2,  +52.0,  +44.5,  +24.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       695,2026/05/12 14:29:39,  0,  +46.1,  +52.0,  +51.9,  +44.4,  +24.0,BURNOUT,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       696,2026/05/12 14:29:40,  0,  +46.1,  +51.9,  +51.7,  +44.3,  +24.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       697,2026/05/12 14:29:41,  0,  +46.0,  +51.9,  +51.6,  +44.2,  +24.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       698,2026/05/12 14:29:42,  0,  +45.9,  +51.7,  +51.5,  +44.1,  +24.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       699,2026/05/12 14:29:43,  0,  +45.8,  +51.6,  +51.4,  +44.0,  +24.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       700,2026/05/12 14:29:44,  0,  +45.7,  +51.4,  +51.3,  +44.0,  +24.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       701,2026/05/12 14:29:45,  0,  +45.6,  +51.4,  +51.2,  +44.0,  +24.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       702,2026/05/12 14:29:46,  0,  +45.5,  +51.2,  +51.1,  +43.8,  +24.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       703,2026/05/12 14:29:47,  0,  +45.5,  +51.1,  +51.0,  +43.8,  +24.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       704,2026/05/12 14:29:48,  0,  +45.3,  +51.0,  +50.8,  +43.7,  +24.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       705,2026/05/12 14:29:49,  0,  +45.3,  +50.8,  +50.7,  +43.6,  +24.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       706,2026/05/12 14:29:50,  0,  +45.2,  +50.8,  +50.7,  +43.5,  +24.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       707,2026/05/12 14:29:51,  0,  +45.0,  +50.7,  +50.5,  +43.5,  +24.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       708,2026/05/12 14:29:52,  0,  +45.0,  +50.5,  +50.4,  +43.4,  +24.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       709,2026/05/12 14:29:53,  0,  +44.9,  +50.5,  +50.3,  +43.3,  +24.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       710,2026/05/12 14:29:54,  0,  +44.8,  +50.4,  +50.2,  +43.2,  +24.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
       711,2026/05/12 14:29:55,  0,  +44.7,  +50.2,  +50.2,  +43.2,  +24.1,BURNOUT,BURNOUT,BURNOUT,BURNOUT,BURNOUT,LLLLLLLLLL,LLLL
