Time,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11
986,344.0,334.6,347.9,364.4,,,,,,,
987,344.0,334.6,348.0,364.4,,,,,,,
988,344.0,334.7,348.1,364.4,,,,,,,
989,344.0,334.8,348.1,364.3,,,,,,,
990,344.1,334.9,348.2,364.4,,,,,,,
991,344.1,335.0,348.2,364.3,,,,,,,
992,344.2,335.1,348.3,364.3,,,,,,,
993,344.2,335.2,348.3,364.3,,,,,,,
994,344.2,335.2,348.4,364.3,,,,,,,
995,344.3,335.3,348.4,364.3,,,,,,,
996,344.3,335.4,348.5,364.2,,,,,,,
997,344.3,335.4,348.5,364.2,,,,,,,
998,344.3,335.5,348.5,364.1,,,,,,,
999,344.3,335.5,348.6,364.1,,,,,,,
1000,344.3,335.6,348.6,364.1,,,,,,,
1001,344.3,335.7,348.6,364.0,,,,,,,
1002,344.4,335.7,348.6,364.0,,,,,,,
1003,344.4,335.8,348.7,363.9,,,,,,,
1004,344.4,335.8,348.7,363.9,,,,,,,
1005,344.4,335.9,348.7,363.8,,,,,,,
1006,344.4,335.9,348.7,363.8,,,,,,,
1007,344.4,336.0,348.7,363.7,,,,,,,
1008,344.4,336.0,348.8,363.7,,,,,,,
1009,344.4,336.0,348.8,363.6,,,,,,,
1010,344.4,336.1,348.8,363.6,,,,,,,
1011,344.4,336.1,348.8,363.5,,,,,,,
1012,344.4,336.2,348.8,363.5,,,,,,,
1013,344.4,336.2,348.8,363.4,,,,,,,
1014,344.4,336.3,348.8,363.4,,,,,,,
1015,344.4,336.3,348.8,363.3,,,,,,,
1016,344.4,336.3,348.8,363.3,,,,,,,
1017,344.4,336.4,348.8,363.2,,,,,,,
1018,344.4,336.4,348.8,363.2,,,,,,,
1019,344.4,336.5,348.9,363.2,,,,,,,
1020,344.4,336.6,348.9,363.2,,,,,,,
1021,344.4,336.6,348.9,363.2,,,,,,,
1022,344.5,336.7,348.9,363.2,,,,,,,
1023,344.5,336.7,348.9,363.1,,,,,,,
1024,344.5,336.7,348.9,363.1,,,,,,,
1025,344.5,336.8,349.0,363.1,,,,,,,
1026,344.5,336.9,349.0,363.1,,,,,,,
1027,344.5,336.9,349.1,363.1,,,,,,,
1028,344.6,337.0,349.1,363.1,,,,,,,
1029,344.6,337.0,349.1,363.1,,,,,,,
1030,344.7,337.1,349.2,363.2,,,,,,,
1031,344.7,337.2,349.2,363.2,,,,,,,
1032,344.7,337.2,349.3,363.2,,,,,,,
1033,344.8,337.3,349.3,363.2,,,,,,,
1034,344.8,337.4,349.4,363.2,,,,,,,
1035,344.9,337.5,349.4,363.3,,,,,,,
1036,344.9,337.5,349.5,363.3,,,,,,,
1037,345.0,337.6,349.5,363.3,,,,,,,
1038,345.1,337.7,349.6,363.2,,,,,,,
1039,345.2,337.7,349.6,363.2,,,,,,,
1040,345.3,337.9,349.7,363.3,,,,,,,
1041,345.4,337.9,349.8,363.3,,,,,,,
1042,345.4,338.1,349.8,363.3,,,,,,,
1043,345.6,338.2,349.9,363.4,,,,,,,
1044,345.6,338.3,350.0,363.5,,,,,,,
1045,345.7,338.4,350.1,363.5,,,,,,,
1046,345.8,338.5,350.2,363.6,,,,,,,
1047,345.9,338.6,350.2,363.7,,,,,,,
1048,346.0,338.7,350.3,363.8,,,,,,,
1049,346.1,338.9,350.4,363.4,,,,,,,
1050,346.3,339.2,350.6,363.0,,,,,,,
1051,346.4,339.3,350.7,361.9,,,,,,,
1052,346.5,339.4,350.8,360.5,,,,,,,
1053,346.6,339.6,351.0,358.9,,,,,,,
1054,346.7,339.8,351.1,357.0,,,,,,,
1055,346.8,339.9,351.1,355.1,,,,,,,
1056,346.8,340.1,350.7,353.1,,,,,,,
1057,347.0,340.3,350.1,351.1,,,,,,,
1058,347.1,340.5,349.2,349.0,,,,,,,
1059,347.2,340.7,348.0,346.9,,,,,,,
1060,347.3,340.8,346.7,344.8,,,,,,,
1061,347.4,340.9,345.1,342.7,,,,,,,
1062,347.6,340.5,343.4,340.5,,,,,,,
1063,347.7,339.8,341.6,338.4,,,,,,,
1064,347.8,339.0,339.8,336.2,,,,,,,
1065,347.9,337.9,337.9,334.1,,,,,,,
1066,348.1,336.6,336.0,332.0,,,,,,,
1067,348.0,335.3,334.0,329.9,,,,,,,
1068,347.7,334.1,332.0,327.8,,,,,,,
1069,347.1,332.8,330.0,325.7,,,,,,,
1070,346.4,331.2,328.0,323.6,,,,,,,
1071,345.5,329.7,326.1,321.6,,,,,,,
1072,344.4,328.2,324.1,319.6,,,,,,,
1073,343.2,326.7,322.2,317.6,,,,,,,
1074,342.0,324.8,320.1,315.6,,,,,,,
1075,340.5,322.8,318.3,313.4,,,,,,,
1076,339.1,320.9,316.5,311.2,,,,,,,
1077,337.6,319.0,314.6,309.2,,,,,,,
1078,336.0,317.0,312.7,307.1,,,,,,,
1079,334.3,315.1,310.8,305.1,,,,,,,
1080,332.7,313.2,309.0,303.2,,,,,,,
1081,330.9,311.2,307.1,301.3,,,,,,,
1082,329.2,309.4,305.3,299.4,,,,,,,
1083,327.4,307.5,303.4,297.6,,,,,,,
1084,325.6,305.6,301.6,295.8,,,,,,,
1085,323.8,303.9,299.8,294.0,,,,,,,
1086,322.1,302.0,298.1,292.2,,,,,,,
1087,320.2,300.2,296.3,290.5,,,,,,,
1088,318.4,298.4,294.6,288.7,,,,,,,
1089,316.6,296.6,292.8,286.9,,,,,,,
1090,314.8,294.9,291.1,285.2,,,,,,,
1091,312.9,293.2,289.4,283.5,,,,,,,
1092,311.1,291.4,287.7,281.8,,,,,,,
1093,309.3,289.7,286.0,280.2,,,,,,,
1094,307.5,288.0,284.3,278.6,,,,,,,
1095,305.7,286.3,282.7,276.9,,,,,,,
1096,303.9,284.7,281.1,275.3,,,,,,,
1097,302.1,283.0,279.5,273.7,,,,,,,
1098,300.4,281.4,277.9,272.1,,,,,,,
1099,298.6,279.8,276.3,270.5,,,,,,,
1100,296.8,278.2,274.7,269.0,,,,,,,
1101,295.1,276.6,273.2,267.4,,,,,,,
1102,293.4,275.1,271.6,265.9,,,,,,,
1103,291.6,273.4,270.1,264.3,,,,,,,
1104,289.9,271.9,268.6,262.8,,,,,,,
1105,288.2,270.4,267.1,261.4,,,,,,,
1106,286.5,268.9,265.6,259.9,,,,,,,
1107,284.8,267.4,264.1,258.4,,,,,,,
1108,283.0,265.9,262.6,257.0,,,,,,,
1109,281.2,264.3,261.2,255.6,,,,,,,
1110,279.5,262.9,259.8,254.2,,,,,,,
1111,277.8,261.5,258.4,252.8,,,,,,,
1112,276.2,260.1,257.0,251.4,,,,,,,
1113,274.5,258.6,255.6,250.0,,,,,,,
1114,272.8,257.2,254.2,248.7,,,,,,,
1115,271.2,255.9,252.8,247.3,,,,,,,
1116,269.7,254.4,251.5,246.0,,,,,,,
1117,268.1,253.1,250.2,244.7,,,,,,,
1118,266.6,251.8,248.9,243.4,,,,,,,
1119,265.0,250.4,247.6,242.1,,,,,,,
1120,263.5,249.1,246.3,240.8,,,,,,,
1121,262.0,247.8,245.0,239.6,,,,,,,
1122,260.6,246.4,243.7,238.3,,,,,,,
1123,259.1,245.2,242.4,237.0,,,,,,,
1124,257.6,243.9,241.1,235.8,,,,,,,
1125,256.2,242.6,239.9,234.6,,,,,,,
1126,254.9,241.3,238.7,233.3,,,,,,,
1127,253.6,240.0,237.4,232.1,,,,,,,
1128,252.3,238.8,236.2,230.9,,,,,,,
1129,251.0,237.6,235.1,229.8,,,,,,,
1130,249.7,236.4,233.9,228.6,,,,,,,
1131,248.4,235.2,232.7,227.5,,,,,,,
1132,247.1,234.0,231.5,226.3,,,,,,,
1133,245.8,232.7,230.3,225.1,,,,,,,
1134,244.5,231.6,229.2,224.0,,,,,,,
1135,243.2,230.4,228.0,222.9,,,,,,,
1136,241.9,229.3,226.9,221.8,,,,,,,
1137,240.6,228.1,225.7,220.7,,,,,,,
1138,239.4,227.0,224.6,219.6,,,,,,,
1139,238.1,225.8,223.6,218.5,,,,,,,
1140,236.8,224.7,222.4,217.4,,,,,,,
1141,235.6,223.6,221.4,216.3,,,,,,,
1142,234.4,222.5,220.3,215.3,,,,,,,
1143,233.1,221.4,219.2,214.2,,,,,,,
1144,231.9,220.3,218.1,213.2,,,,,,,
1145,230.7,219.3,217.1,212.3,,,,,,,
1146,229.5,218.2,216.0,211.3,,,,,,,
1147,228.3,217.1,215.0,210.4,,,,,,,
1148,227.1,216.0,213.9,209.5,,,,,,,
1149,225.9,214.9,212.8,208.7,,,,,,,
1150,224.7,213.9,211.8,208.0,,,,,,,
1151,223.6,212.8,210.8,207.3,,,,,,,
1152,222.4,211.7,209.8,206.6,,,,,,,
1153,221.3,210.7,208.8,206.1,,,,,,,
1154,220.1,209.7,207.8,205.6,,,,,,,
1155,219.0,208.7,206.8,205.1,,,,,,,
1156,217.9,207.7,205.8,204.7,,,,,,,
1157,216.8,206.7,204.8,204.4,,,,,,,
1158,215.7,205.7,203.8,204.1,,,,,,,
1159,214.6,204.7,202.9,203.7,,,,,,,
1160,213.5,203.8,201.9,203.4,,,,,,,
1161,212.5,202.8,201.0,203.1,,,,,,,
1162,211.4,201.9,200.0,202.8,,,,,,,
1163,210.4,200.9,199.1,202.4,,,,,,,
1164,209.3,199.9,198.1,202.1,,,,,,,
1165,208.3,199.0,197.2,201.7,,,,,,,
1166,207.3,198.0,196.2,201.3,,,,,,,
1167,206.4,197.1,195.3,200.9,,,,,,,
1168,205.4,196.2,194.4,200.5,,,,,,,
1169,204.5,195.3,193.4,200.1,,,,,,,
1170,203.6,194.3,192.5,199.7,,,,,,,
1171,202.8,193.4,191.6,199.2,,,,,,,
1172,202.0,192.5,190.8,198.8,,,,,,,
1173,201.2,191.6,189.8,198.2,,,,,,,
1174,200.5,190.7,189.0,197.8,,,,,,,
1175,199.9,189.9,188.1,197.3,,,,,,,
1176,199.2,189.0,187.2,196.8,,,,,,,
1177,198.7,188.1,186.4,196.3,,,,,,,
1178,198.1,187.3,185.5,195.8,,,,,,,
1179,197.6,186.4,184.7,195.3,,,,,,,
1180,197.1,185.6,183.8,194.8,,,,,,,
1181,196.7,184.8,183.0,194.3,,,,,,,
1182,196.2,183.9,182.2,193.7,,,,,,,
1183,195.8,183.1,181.4,193.1,,,,,,,
1184,195.3,182.3,180.5,192.6,,,,,,,
1185,194.9,181.5,179.8,192.1,,,,,,,
1186,194.4,180.7,178.9,191.5,,,,,,,
1187,194.0,179.9,178.1,191.0,,,,,,,
1188,193.5,179.1,177.4,190.5,,,,,,,
1189,193.1,178.3,176.6,189.9,,,,,,,
1190,192.6,177.6,175.8,189.4,,,,,,,
1191,192.2,176.8,175.0,188.8,,,,,,,
1192,191.8,176.0,174.3,188.3,,,,,,,
1193,191.3,175.3,173.5,187.8,,,,,,,
1194,190.8,174.5,172.7,187.2,,,,,,,
1195,190.4,173.7,172.0,186.7,,,,,,,
1196,189.9,172.9,171.2,186.1,,,,,,,
1197,189.4,172.1,170.5,185.6,,,,,,,
1198,189.0,171.4,169.8,185.1,,,,,,,
1199,188.5,170.7,169.0,184.6,,,,,,,
1200,188.0,169.9,168.3,184.0,,,,,,,
1201,187.5,169.2,167.6,183.5,,,,,,,
1202,187.0,168.5,166.9,183.0,,,,,,,
1203,186.5,167.7,166.2,182.5,,,,,,,
1204,186.0,167.0,165.5,181.9,,,,,,,
1205,185.5,166.3,164.8,181.4,,,,,,,
1206,185.0,165.7,164.2,180.9,,,,,,,
1207,184.4,164.9,163.5,180.3,,,,,,,
1208,183.9,164.3,162.8,179.7,,,,,,,
1209,183.4,163.6,162.1,179.2,,,,,,,
1210,182.9,163.0,161.5,178.6,,,,,,,
1211,182.3,162.3,160.8,178.0,,,,,,,
1212,181.8,161.6,160.1,177.5,,,,,,,
1213,181.3,161.0,159.4,176.9,,,,,,,
1214,180.7,160.3,158.8,176.5,,,,,,,
1215,180.2,159.6,158.1,175.9,,,,,,,
1216,179.6,159.0,157.5,175.3,,,,,,,
1217,179.1,158.3,156.8,174.7,,,,,,,
1218,178.5,157.7,156.2,174.2,,,,,,,
1219,178.0,157.0,155.5,173.6,,,,,,,
1220,177.4,156.4,154.9,173.0,,,,,,,
1221,176.9,155.7,154.3,172.4,,,,,,,
1222,176.3,155.1,153.7,171.9,,,,,,,
1223,175.8,154.4,153.1,171.3,,,,,,,
1224,175.2,153.8,152.4,170.7,,,,,,,
1225,174.7,153.2,151.9,170.1,,,,,,,
1226,174.1,152.6,151.2,169.6,,,,,,,
1227,173.6,152.0,150.6,169.0,,,,,,,
1228,173.0,151.4,150.0,168.4,,,,,,,
1229,172.4,150.8,149.4,167.9,,,,,,,
1230,171.8,150.2,148.8,167.3,,,,,,,
1231,171.3,149.6,148.2,166.8,,,,,,,
1232,170.8,149.1,147.7,166.3,,,,,,,
1233,170.3,148.5,147.1,165.8,,,,,,,
1234,169.7,147.9,146.6,165.3,,,,,,,
1235,169.1,147.3,146.0,164.8,,,,,,,
1236,168.6,146.7,145.4,164.2,,,,,,,
1237,168.1,146.1,144.8,163.7,,,,,,,
1238,167.5,145.6,144.3,163.2,,,,,,,
1239,166.9,145.0,143.7,162.7,,,,,,,
1240,166.4,144.4,143.2,162.1,,,,,,,
1241,165.9,143.8,142.6,161.6,,,,,,,
1242,165.3,143.3,142.1,161.1,,,,,,,
1243,164.8,142.7,141.5,160.6,,,,,,,
1244,164.3,142.1,141.0,160.0,,,,,,,
1245,163.7,141.6,140.4,159.5,,,,,,,
1246,163.2,141.0,139.9,158.9,,,,,,,
1247,162.6,140.5,139.4,158.4,,,,,,,
1248,162.1,140.0,138.8,157.8,,,,,,,
1249,161.5,139.4,138.3,157.2,,,,,,,
1250,161.0,138.9,137.7,156.7,,,,,,,
1251,160.4,138.3,137.2,156.1,,,,,,,
1252,159.9,137.8,136.7,155.6,,,,,,,
1253,159.3,137.3,136.2,155.0,,,,,,,
1254,158.8,136.8,135.6,154.5,,,,,,,
1255,158.2,136.2,135.1,154.0,,,,,,,
1256,157.7,135.7,134.6,153.4,,,,,,,
1257,157.1,135.2,134.1,152.9,,,,,,,
1258,156.6,134.7,133.6,152.4,,,,,,,
1259,156.0,134.2,133.1,151.9,,,,,,,
1260,155.5,133.7,132.6,151.4,,,,,,,
1261,155.0,133.2,132.1,150.9,,,,,,,
1262,154.4,132.7,131.6,150.4,,,,,,,
1263,153.9,132.2,131.2,149.8,,,,,,,
1264,153.4,131.7,130.7,149.4,,,,,,,
1265,152.8,131.2,130.2,148.8,,,,,,,
1266,152.3,130.7,129.7,148.3,,,,,,,
1267,151.8,130.2,129.2,147.8,,,,,,,
1268,151.3,129.8,128.8,147.3,,,,,,,
1269,150.8,129.3,128.3,146.8,,,,,,,
1270,150.2,128.8,127.9,146.3,,,,,,,
1271,149.7,128.3,127.4,145.8,,,,,,,
1272,149.2,127.9,126.9,145.3,,,,,,,
1273,148.7,127.4,126.5,144.8,,,,,,,
1274,148.2,127.0,126.1,144.3,,,,,,,
1275,147.6,126.5,125.6,143.8,,,,,,,
1276,147.1,126.1,125.2,143.3,,,,,,,
1277,146.6,125.6,124.7,142.8,,,,,,,
1278,146.1,125.2,124.2,142.3,,,,,,,
1279,145.6,124.7,123.8,141.8,,,,,,,
1280,145.0,124.2,123.3,141.4,,,,,,,
1281,144.5,123.8,122.9,140.8,,,,,,,
1282,144.0,123.3,122.5,140.4,,,,,,,
1283,143.4,122.9,122.0,140.0,,,,,,,
1284,142.9,122.4,121.5,139.5,,,,,,,
1285,142.4,122.0,121.1,139.1,,,,,,,
1286,141.8,121.5,120.6,138.7,,,,,,,
1287,141.3,121.1,120.2,138.3,,,,,,,
1288,140.8,120.6,119.8,137.9,,,,,,,
1289,140.3,120.2,119.3,137.6,,,,,,,
1290,139.8,119.8,118.9,137.3,,,,,,,
1291,139.2,119.4,118.4,137.0,,,,,,,
1292,138.7,118.9,118.0,136.7,,,,,,,
1293,138.2,118.5,117.6,136.5,,,,,,,
1294,137.6,118.1,117.2,136.2,,,,,,,
1295,137.2,117.7,116.7,136.0,,,,,,,
1296,136.7,117.2,116.4,135.8,,,,,,,
1297,136.2,116.8,116.0,135.6,,,,,,,
1298,135.6,116.4,115.7,135.4,,,,,,,
1299,135.1,115.9,115.2,135.2,,,,,,,
1300,134.6,115.5,114.8,135.1,,,,,,,
1301,134.2,115.1,114.5,134.9,,,,,,,
1302,133.7,114.7,113.9,134.7,,,,,,,
1303,133.2,114.3,113.6,134.5,,,,,,,
1304,132.7,113.9,113.2,134.4,,,,,,,
1305,132.2,113.5,112.8,134.2,,,,,,,
1306,131.7,113.1,112.3,134.1,,,,,,,
1307,131.2,112.7,112.0,133.9,,,,,,,
1308,130.8,112.3,111.6,133.7,,,,,,,
1309,130.3,111.9,111.2,133.6,,,,,,,
1310,129.8,111.6,110.8,133.4,,,,,,,
1311,129.4,111.1,110.4,133.2,,,,,,,
1312,128.9,110.8,110.1,133.1,,,,,,,
1313,128.4,110.4,109.7,133.0,,,,,,,
1314,128.0,110.0,109.3,132.8,,,,,,,
1315,127.6,109.6,108.9,132.6,,,,,,,
1316,127.1,109.3,108.6,132.5,,,,,,,
1317,126.6,108.9,108.2,132.3,,,,,,,
1318,126.3,108.6,107.8,132.2,,,,,,,
1319,125.8,108.2,107.5,132.0,,,,,,,
1320,125.4,107.8,107.2,131.9,,,,,,,
1321,124.9,107.4,106.8,131.7,,,,,,,
1322,124.5,107.1,106.5,131.6,,,,,,,
1323,124.1,106.9,106.2,131.5,,,,,,,
1324,123.7,106.5,105.8,131.3,,,,,,,
1325,123.3,106.2,105.5,131.2,,,,,,,
1326,122.9,105.8,105.2,131.0,,,,,,,
1327,122.4,105.5,104.8,130.8,,,,,,,
1328,122.0,105.2,104.5,130.6,,,,,,,
1329,121.5,104.8,104.1,130.4,,,,,,,
1330,121.1,104.5,103.8,130.2,,,,,,,
1331,120.7,104.3,103.5,130.0,,,,,,,
1332,120.3,104.1,103.1,129.7,,,,,,,
1333,119.9,104.0,102.8,129.5,,,,,,,
1334,119.4,104.1,102.4,129.3,,,,,,,
1335,119.0,104.2,102.1,129.0,,,,,,,
1336,118.6,104.4,101.8,128.7,,,,,,,
1337,118.2,104.7,101.5,128.5,,,,,,,
1338,117.8,105.0,101.2,128.2,,,,,,,
1339,117.4,105.4,100.9,128.0,,,,,,,
1340,117.0,105.7,100.5,127.7,,,,,,,
1341,116.6,106.0,100.2,127.4,,,,,,,
1342,116.2,106.4,99.8,127.1,,,,,,,
1343,115.7,106.7,99.5,126.7,,,,,,,
1344,115.3,107.0,99.2,126.4,,,,,,,
1345,115.0,107.2,98.9,126.1,,,,,,,
1346,114.6,107.5,98.6,125.8,,,,,,,
1347,114.1,107.8,98.3,125.4,,,,,,,
1348,113.8,108.0,98.0,125.1,,,,,,,
1349,113.4,108.3,97.7,124.7,,,,,,,
1350,113.0,108.5,97.4,124.4,,,,,,,
1351,112.6,108.7,97.1,124.0,,,,,,,
1352,112.2,108.8,96.8,123.6,,,,,,,
1353,111.9,109.0,96.5,123.2,,,,,,,
1354,111.5,109.1,96.1,122.9,,,,,,,
1355,111.2,109.3,95.9,122.4,,,,,,,
1356,110.9,109.4,95.6,122.0,,,,,,,
1357,110.6,109.5,95.3,121.6,,,,,,,
1358,110.4,109.6,95.0,121.1,,,,,,,
1359,110.3,109.7,94.8,120.7,,,,,,,
1360,110.1,109.8,94.5,120.2,,,,,,,
1361,110.1,109.8,94.2,119.8,,,,,,,
1362,110.0,109.9,93.9,119.4,,,,,,,
1363,110.0,109.9,93.6,118.9,,,,,,,
1364,110.1,110.0,93.3,118.4,,,,,,,
1365,110.1,110.0,93.0,118.0,,,,,,,
1366,110.2,110.0,92.8,117.5,,,,,,,
1367,110.2,110.0,92.5,117.1,,,,,,,
1368,110.2,110.1,92.2,116.6,,,,,,,
1369,110.2,110.1,91.9,116.1,,,,,,,
1370,110.2,110.1,91.7,115.6,,,,,,,
1371,110.2,110.1,91.3,115.2,,,,,,,
1372,110.1,110.1,91.1,114.7,,,,,,,
1373,110.1,110.1,90.8,114.2,,,,,,,
1374,110.0,110.1,90.6,113.7,,,,,,,
1375,109.9,110.1,90.3,113.3,,,,,,,
1376,109.9,110.1,90.1,112.8,,,,,,,
1377,109.8,110.1,89.8,112.3,,,,,,,
1378,109.8,110.1,89.5,111.9,,,,,,,
1379,109.7,110.0,89.2,111.4,,,,,,,
1380,109.6,110.0,89.0,110.9,,,,,,,
1381,109.5,110.0,88.7,110.5,,,,,,,
1382,109.4,110.0,88.4,110.0,,,,,,,
1383,109.3,110.0,88.2,109.6,,,,,,,
1384,109.3,109.9,88.0,109.1,,,,,,,
1385,109.2,109.9,87.7,108.7,,,,,,,
1386,109.1,109.9,87.4,108.2,,,,,,,
1387,109.0,109.9,87.2,107.7,,,,,,,
1388,108.9,109.8,86.9,107.3,,,,,,,
1389,108.8,109.8,86.7,106.9,,,,,,,
1390,108.8,109.8,86.4,106.4,,,,,,,
1391,108.7,109.8,86.2,106.0,,,,,,,
1392,108.6,109.7,86.0,105.6,,,,,,,
1393,108.5,109.7,85.7,105.1,,,,,,,
1394,108.4,109.6,85.5,104.7,,,,,,,
1395,108.3,109.6,85.2,104.3,,,,,,,
1396,108.2,109.6,85.0,103.8,,,,,,,
1397,108.1,109.6,84.8,103.4,,,,,,,
1398,108.1,109.5,84.5,103.0,,,,,,,
1399,107.9,109.5,84.3,102.6,,,,,,,
1400,107.9,109.4,84.0,102.2,,,,,,,
1401,107.8,109.4,83.8,101.7,,,,,,,
1402,107.7,109.4,83.6,101.4,,,,,,,
1403,107.6,109.3,83.3,100.9,,,,,,,
1404,107.5,109.3,83.1,100.5,,,,,,,
1405,107.4,109.2,82.9,100.1,,,,,,,
1406,107.3,109.2,82.6,99.7,,,,,,,
1407,107.2,109.1,82.4,99.3,,,,,,,
1408,107.2,109.1,82.2,99.0,,,,,,,
1409,107.1,109.0,82.0,98.6,,,,,,,
1410,107.0,108.9,81.8,98.2,,,,,,,
1411,106.9,108.9,81.6,97.8,,,,,,,
1412,106.8,108.8,81.3,97.4,,,,,,,
1413,106.7,108.8,81.1,97.0,,,,,,,
1414,106.6,108.8,80.9,96.6,,,,,,,
1415,106.6,108.8,80.8,96.4,,,,,,,
1416,106.5,108.8,80.6,96.0,,,,,,,
1417,106.4,108.7,80.5,95.6,,,,,,,
1418,106.3,108.6,80.4,95.3,,,,,,,
1419,106.2,108.6,80.3,95.0,,,,,,,
1420,106.1,108.5,80.1,94.6,,,,,,,
1421,106.0,108.5,80.0,94.3,,,,,,,
1422,105.8,108.4,80.0,93.9,,,,,,,
1423,105.7,108.3,79.9,93.6,,,,,,,
1424,105.6,108.3,79.9,93.2,,,,,,,
1425,105.5,108.2,79.8,92.9,,,,,,,
1426,105.4,108.1,79.7,92.6,,,,,,,
1427,105.2,108.1,79.7,92.2,,,,,,,
1428,105.1,108.0,79.7,91.9,,,,,,,
1429,105.0,108.0,79.6,91.5,,,,,,,
1430,104.8,107.9,79.6,91.2,,,,,,,
1431,104.7,107.8,79.6,90.9,,,,,,,
1432,104.5,107.8,79.5,90.5,,,,,,,
1433,104.4,107.7,79.5,90.3,,,,,,,
1434,104.2,107.7,79.4,89.9,,,,,,,
1435,104.0,107.6,79.4,89.6,,,,,,,
1436,103.9,107.5,79.4,89.2,,,,,,,
1437,103.7,107.5,79.3,88.9,,,,,,,
1438,103.5,107.4,79.3,88.6,,,,,,,
1439,103.2,107.3,79.3,88.3,,,,,,,
1440,103.0,107.3,79.2,88.0,,,,,,,
1441,102.7,107.2,79.2,87.7,,,,,,,
1442,102.4,107.2,79.2,87.4,,,,,,,
1443,102.2,107.1,79.2,87.2,,,,,,,
1444,101.9,107.1,79.1,86.8,,,,,,,
1445,101.6,107.0,79.0,86.5,,,,,,,
1446,101.3,106.9,79.0,86.3,,,,,,,
1447,100.9,106.8,78.9,86.0,,,,,,,
1448,100.6,106.7,78.9,85.7,,,,,,,
1449,100.2,106.7,78.8,85.3,,,,,,,
1450,99.9,106.6,78.8,85.0,,,,,,,
1451,99.5,106.5,78.7,84.8,,,,,,,
1452,99.2,106.4,78.6,84.5,,,,,,,
1453,98.9,106.3,78.6,84.1,,,,,,,
1454,98.5,106.2,78.5,83.8,,,,,,,
1455,98.2,106.1,78.4,83.5,,,,,,,
1456,97.8,106.0,78.4,83.2,,,,,,,
1457,97.4,105.9,78.3,82.9,,,,,,,
1458,97.1,105.8,78.3,82.6,,,,,,,
1459,96.7,105.7,78.2,82.4,,,,,,,
1460,96.3,105.6,78.1,82.1,,,,,,,
1461,96.0,105.6,78.0,81.9,,,,,,,
1462,95.6,105.5,78.0,81.6,,,,,,,
1463,95.3,105.4,77.9,81.3,,,,,,,
1464,95.0,105.3,77.8,81.0,,,,,,,
1465,94.6,105.2,77.7,80.8,,,,,,,
1466,94.2,105.1,77.6,80.5,,,,,,,
1467,93.9,105.0,77.6,80.2,,,,,,,
1468,93.5,104.9,77.5,80.0,,,,,,,
1469,93.1,104.8,77.4,79.8,,,,,,,
1470,92.8,104.7,77.4,79.5,,,,,,,
1471,92.4,104.6,77.3,79.2,,,,,,,
1472,92.1,104.5,77.2,79.0,,,,,,,
1473,91.7,104.4,77.1,78.7,,,,,,,
1474,91.4,104.2,77.0,78.5,,,,,,,
1475,91.0,104.1,76.9,78.3,,,,,,,
1476,90.7,104.0,76.8,78.0,,,,,,,
1477,90.4,103.9,76.7,77.7,,,,,,,
1478,90.0,103.8,76.7,77.5,,,,,,,
1479,89.7,103.6,76.6,77.3,,,,,,,
1480,89.3,103.5,76.5,77.0,,,,,,,
1481,89.0,103.3,76.4,76.8,,,,,,,
1482,88.6,103.2,76.3,76.5,,,,,,,
1483,88.3,103.1,76.2,76.3,,,,,,,
1484,88.0,102.9,76.1,76.0,,,,,,,
1485,87.6,102.7,76.0,75.8,,,,,,,
1486,87.3,102.5,75.9,75.5,,,,,,,
1487,87.0,102.4,75.8,75.3,,,,,,,
1488,86.7,102.2,75.7,75.0,,,,,,,
1489,86.4,102.0,75.6,74.8,,,,,,,
1490,86.1,101.8,75.5,74.6,,,,,,,
1491,85.7,101.6,75.4,74.4,,,,,,,
1492,85.4,101.3,75.3,74.1,,,,,,,
1493,85.1,101.1,75.2,73.9,,,,,,,
1494,84.8,100.8,75.1,73.6,,,,,,,
1495,84.5,100.5,75.0,73.5,,,,,,,
1496,84.2,100.2,74.9,73.3,,,,,,,
1497,83.8,99.9,74.8,73.0,,,,,,,
1498,83.5,99.5,74.7,72.8,,,,,,,
1499,83.2,99.2,74.6,72.6,,,,,,,
1500,83.0,99.0,74.5,72.4,,,,,,,
1501,82.6,98.6,74.4,72.1,,,,,,,
1502,82.4,98.3,74.4,72.0,,,,,,,
1503,82.1,97.9,74.3,71.7,,,,,,,
1504,81.8,97.6,74.2,71.6,,,,,,,
1505,81.5,97.3,74.1,71.3,,,,,,,
1506,81.2,96.9,74.0,71.1,,,,,,,
1507,80.9,96.5,73.9,70.9,,,,,,,
1508,80.6,96.2,73.8,70.7,,,,,,,
1509,80.3,95.9,73.7,70.5,,,,,,,
1510,80.0,95.5,73.6,70.3,,,,,,,
1511,79.8,95.2,73.6,70.1,,,,,,,
1512,79.6,95.0,73.6,70.0,,,,,,,
1513,79.3,94.7,73.5,69.8,,,,,,,
1514,79.1,94.4,73.5,69.6,,,,,,,
1515,78.8,94.0,73.4,69.4,,,,,,,
1516,78.5,93.6,73.4,69.2,,,,,,,
1517,78.3,93.3,73.3,69.1,,,,,,,
1518,78.0,93.0,73.2,68.9,,,,,,,
1519,77.8,92.7,73.2,68.7,,,,,,,
1520,77.5,92.3,73.2,68.4,,,,,,,
1521,77.3,92.0,73.1,68.3,,,,,,,
